Name;Station;Time(norwegian mean time);Air temperature, °c;Precipitation (1 h), mm;Mean wind speed, m/s;Relative air humidity, percent
Bergen - Florida;SN50540;27.09.2024 04:00;6.8;0;2.8;67
Bergen - Florida;SN50540;27.09.2024 05:00;6.8;0;4.5;71
Bergen - Florida;SN50540;27.09.2024 06:00;6.5;0;4.1;64
Bergen - Florida;SN50540;27.09.2024 07:00;6.4;0;3.1;66
Bergen - Florida;SN50540;27.09.2024 08:00;7;0;3;66
Bergen - Florida;SN50540;27.09.2024 09:00;9.5;0;4.4;63
Bergen - Florida;SN50540;27.09.2024 10:00;10.9;0;4.7;60
Bergen - Florida;SN50540;27.09.2024 11:00;12.2;0;5.1;60
Bergen - Florida;SN50540;27.09.2024 12:00;12.8;0;6.2;54
Bergen - Florida;SN50540;27.09.2024 13:00;12.9;0;6.5;55
Bergen - Florida;SN50540;27.09.2024 14:00;11.9;0;6.6;58
Bergen - Florida;SN50540;27.09.2024 15:00;11.4;0;8.6;56
Bergen - Florida;SN50540;27.09.2024 16:00;11.7;0;6.6;56
Bergen - Florida;SN50540;27.09.2024 17:00;10.2;0;6.4;64
Bergen - Florida;SN50540;27.09.2024 18:00;8.6;0;5.5;67
Bergen - Florida;SN50540;27.09.2024 19:00;8.1;0;6.7;72
Bergen - Florida;SN50540;27.09.2024 20:00;7.5;0;7.2;72
Bergen - Florida;SN50540;27.09.2024 21:00;7.3;0;8.2;72
Bergen - Florida;SN50540;27.09.2024 22:00;6.8;0;4.5;71
Bergen - Florida;SN50540;27.09.2024 23:00;5.5;0.3;4.3;81
Bergen - Florida;SN50540;28.09.2024 00:00;5.2;0.4;3.2;83
Bergen - Florida;SN50540;28.09.2024 01:00;5.1;0.6;3.1;83
Bergen - Florida;SN50540;28.09.2024 02:00;4.3;0.7;3.8;81
Bergen - Florida;SN50540;28.09.2024 03:00;4.1;0.5;3.3;84
Bergen - Florida;SN50540;28.09.2024 04:00;3.5;0;2.4;89
Bergen - Florida;SN50540;28.09.2024 05:00;3.5;0;3.4;91
Bergen - Florida;SN50540;28.09.2024 06:00;3.9;0.8;1.9;87
Bergen - Florida;SN50540;28.09.2024 07:00;4.1;0.9;2.2;89
Bergen - Florida;SN50540;28.09.2024 08:00;4.3;0;2.6;88
Bergen - Florida;SN50540;28.09.2024 09:00;6;0.1;2;83
Bergen - Florida;SN50540;28.09.2024 10:00;6.1;0.3;2.2;84
Bergen - Florida;SN50540;28.09.2024 11:00;6.7;0.3;2.1;85
Bergen - Florida;SN50540;28.09.2024 12:00;8.9;0.4;0.3;73
Bergen - Florida;SN50540;28.09.2024 13:00;7.9;0.3;6.4;72
Bergen - Florida;SN50540;28.09.2024 14:00;8.5;0;5.3;66
Bergen - Florida;SN50540;28.09.2024 15:00;5.6;1.1;3.5;85
Bergen - Florida;SN50540;28.09.2024 16:00;6.8;0.8;1.1;81
Bergen - Florida;SN50540;28.09.2024 17:00;6.2;0;0.7;82
Bergen - Florida;SN50540;28.09.2024 18:00;5.8;0;2;89
Bergen - Florida;SN50540;28.09.2024 19:00;5.4;0.3;1.6;89
Bergen - Florida;SN50540;28.09.2024 20:00;5.1;0.2;0.8;88
Bergen - Florida;SN50540;28.09.2024 21:00;4.7;1.3;1.2;88
Bergen - Florida;SN50540;28.09.2024 22:00;4.7;0;2.6;89
Bergen - Florida;SN50540;28.09.2024 23:00;4.6;0.9;2;89
Bergen - Florida;SN50540;29.09.2024 00:00;4.5;0.7;3.7;91
Bergen - Florida;SN50540;29.09.2024 01:00;4.5;0.3;3.1;90
Bergen - Florida;SN50540;29.09.2024 02:00;4.3;0.2;1.7;91
Bergen - Florida;SN50540;29.09.2024 03:00;4.3;0.6;3.3;91
Bergen - Florida;SN50540;29.09.2024 04:00;4.1;0;3.4;91
Bergen - Florida;SN50540;29.09.2024 05:00;4.1;0;3;91
Bergen - Florida;SN50540;29.09.2024 06:00;4.4;0;3.2;88
Bergen - Florida;SN50540;29.09.2024 07:00;5;0.2;1.1;87
Bergen - Florida;SN50540;29.09.2024 08:00;4.8;0.2;3.7;90
Bergen - Florida;SN50540;29.09.2024 09:00;6.5;0;2.1;82
Bergen - Florida;SN50540;29.09.2024 10:00;8.7;0;2.4;74
Bergen - Florida;SN50540;29.09.2024 11:00;8.5;0;4.2;73
Bergen - Florida;SN50540;29.09.2024 12:00;9.1;0;5.6;70
Bergen - Florida;SN50540;29.09.2024 13:00;9.3;0;5.1;71
Bergen - Florida;SN50540;29.09.2024 14:00;9.6;0;4.2;67
Bergen - Florida;SN50540;29.09.2024 15:00;10.2;0;5;66
Bergen - Florida;SN50540;29.09.2024 16:00;9.8;0;5.1;66
Bergen - Florida;SN50540;29.09.2024 17:00;9.8;0;4.6;67
Bergen - Florida;SN50540;29.09.2024 18:00;9.9;0;4.8;69
Bergen - Florida;SN50540;29.09.2024 19:00;9.8;0;4.8;75
Bergen - Florida;SN50540;29.09.2024 20:00;9.3;0;5.3;84
Bergen - Florida;SN50540;29.09.2024 21:00;9.6;0.1;4.9;83
Bergen - Florida;SN50540;29.09.2024 22:00;9.5;0;4.6;83
Bergen - Florida;SN50540;29.09.2024 23:00;9.7;0;3.7;81
Bergen - Florida;SN50540;30.09.2024 00:00;10.2;0;3.9;79
Bergen - Florida;SN50540;30.09.2024 01:00;9.8;0;4;81
Bergen - Florida;SN50540;30.09.2024 02:00;9.9;0;4;81
Bergen - Florida;SN50540;30.09.2024 03:00;10.4;0;3.7;80
Bergen - Florida;SN50540;30.09.2024 04:00;10.8;0;5;75
Bergen - Florida;SN50540;30.09.2024 05:00;10.2;0;3.9;76
Bergen - Florida;SN50540;30.09.2024 06:00;10.4;0;3.7;74
Bergen - Florida;SN50540;30.09.2024 07:00;11;0;3.7;70
Bergen - Florida;SN50540;30.09.2024 08:00;11.3;0;3.2;70
Bergen - Florida;SN50540;30.09.2024 09:00;12.3;0;4.9;63
Bergen - Florida;SN50540;30.09.2024 10:00;13.1;0;5.4;60
Bergen - Florida;SN50540;30.09.2024 11:00;12.8;0;3.2;66
Bergen - Florida;SN50540;30.09.2024 12:00;13.1;0;4.3;62
Bergen - Florida;SN50540;30.09.2024 13:00;13.4;0;2.9;65
Bergen - Florida;SN50540;30.09.2024 14:00;15;0;4;56
Bergen - Florida;SN50540;30.09.2024 15:00;14.8;0;6;55
Bergen - Florida;SN50540;30.09.2024 16:00;14.2;0;2.3;58
Bergen - Florida;SN50540;30.09.2024 17:00;13.7;0;0.6;62
Bergen - Florida;SN50540;30.09.2024 18:00;12.6;0;0.9;69
Bergen - Florida;SN50540;30.09.2024 19:00;11.2;0;0.4;73
Bergen - Florida;SN50540;30.09.2024 20:00;10.5;0;1.3;77
Bergen - Florida;SN50540;30.09.2024 21:00;9;0;0.3;83
Bergen - Florida;SN50540;30.09.2024 22:00;8.5;0;0.1;86
Bergen - Florida;SN50540;30.09.2024 23:00;7.7;0;1.5;88
Bergen - Florida;SN50540;01.10.2024 00:00;8;0;0.7;87
Bergen - Florida;SN50540;01.10.2024 01:00;7.4;0;0.5;90
Bergen - Florida;SN50540;01.10.2024 02:00;7.2;0;0.3;90
Bergen - Florida;SN50540;01.10.2024 03:00;6.9;0;0.7;93
Bergen - Florida;SN50540;01.10.2024 04:00;7.2;0;2.5;92
Bergen - Florida;SN50540;01.10.2024 05:00;7.7;0;1.9;88
Bergen - Florida;SN50540;01.10.2024 06:00;8.8;0;2.1;76
Bergen - Florida;SN50540;01.10.2024 07:00;7.8;0;2.4;77
Bergen - Florida;SN50540;01.10.2024 08:00;7.4;0;1.9;78
Bergen - Florida;SN50540;01.10.2024 09:00;10.2;0;1;67
Bergen - Florida;SN50540;01.10.2024 10:00;12.8;0;0.5;64
Bergen - Florida;SN50540;01.10.2024 11:00;14.9;0;0.8;53
Bergen - Florida;SN50540;01.10.2024 12:00;14.8;0;1;52
Bergen - Florida;SN50540;01.10.2024 13:00;16.1;0;1.9;42
Bergen - Florida;SN50540;01.10.2024 14:00;16.6;0;2.2;43
Bergen - Florida;SN50540;01.10.2024 15:00;16.7;0;2.6;43
Bergen - Florida;SN50540;01.10.2024 16:00;15.6;0;2.8;46
Bergen - Florida;SN50540;01.10.2024 17:00;13.2;0;2.5;55
Bergen - Florida;SN50540;01.10.2024 18:00;11.2;0;2.4;62
Bergen - Florida;SN50540;01.10.2024 19:00;10.2;0;0.9;66
Bergen - Florida;SN50540;01.10.2024 20:00;9;0;0.6;71
Bergen - Florida;SN50540;01.10.2024 21:00;8.1;0;1.5;77
Bergen - Florida;SN50540;01.10.2024 22:00;7.3;0;1.1;82
Bergen - Florida;SN50540;01.10.2024 23:00;6.8;0;0.2;85
Bergen - Florida;SN50540;02.10.2024 00:00;6.2;0;0.2;89
Bergen - Florida;SN50540;02.10.2024 01:00;5.5;0;0.3;90
Bergen - Florida;SN50540;02.10.2024 02:00;5.4;0;0.6;91
Bergen - Florida;SN50540;02.10.2024 03:00;5.1;0;0.2;92
Bergen - Florida;SN50540;02.10.2024 04:00;4.9;0;0.2;94
Bergen - Florida;SN50540;02.10.2024 05:00;4.8;0;1.1;93
Bergen - Florida;SN50540;02.10.2024 06:00;5.3;0;1.4;95
Bergen - Florida;SN50540;02.10.2024 07:00;5.7;0;0.6;93
Bergen - Florida;SN50540;02.10.2024 08:00;6.1;0;0.6;93
Bergen - Florida;SN50540;02.10.2024 09:00;8.2;0;0.2;87
Bergen - Florida;SN50540;02.10.2024 10:00;10.1;0;1.7;83
Bergen - Florida;SN50540;02.10.2024 11:00;11.1;0;1.9;74
Bergen - Florida;SN50540;02.10.2024 12:00;11.8;0;1.9;67
Bergen - Florida;SN50540;02.10.2024 13:00;12.4;0;2.9;64
Bergen - Florida;SN50540;02.10.2024 14:00;13.9;0;2.8;66
Bergen - Florida;SN50540;02.10.2024 15:00;14.6;0;4;63
Bergen - Florida;SN50540;02.10.2024 16:00;14.4;0;5;62
Bergen - Florida;SN50540;02.10.2024 17:00;12.7;0;5.8;72
Bergen - Florida;SN50540;02.10.2024 18:00;11.5;0;4.5;77
Bergen - Florida;SN50540;02.10.2024 19:00;10.3;0;2.2;82
Bergen - Florida;SN50540;02.10.2024 20:00;9.2;0;1.9;89
Bergen - Florida;SN50540;02.10.2024 21:00;9.2;0;3;90
Bergen - Florida;SN50540;02.10.2024 22:00;8.3;0;2.8;90
Bergen - Florida;SN50540;02.10.2024 23:00;7.5;0;2;91
Bergen - Florida;SN50540;03.10.2024 00:00;6.8;0;0.8;93
Bergen - Florida;SN50540;03.10.2024 01:00;6.4;0;1.1;94
Bergen - Florida;SN50540;03.10.2024 02:00;5.7;0;0.4;94
Bergen - Florida;SN50540;03.10.2024 03:00;6.4;0;0.8;94
Bergen - Florida;SN50540;03.10.2024 04:00;5.6;0;0.4;95
Bergen - Florida;SN50540;03.10.2024 05:00;6;0;0.3;95
Bergen - Florida;SN50540;03.10.2024 06:00;6.7;0;0.7;94
Bergen - Florida;SN50540;03.10.2024 07:00;7.6;0;1.9;94
Bergen - Florida;SN50540;03.10.2024 08:00;8.1;0;1.5;94
Bergen - Florida;SN50540;03.10.2024 09:00;8.7;0;2.3;91
Bergen - Florida;SN50540;03.10.2024 10:00;9.7;0;1.6;87
Bergen - Florida;SN50540;03.10.2024 11:00;10.8;0;1.2;77
Bergen - Florida;SN50540;03.10.2024 12:00;12.2;0;1.8;70
Bergen - Florida;SN50540;03.10.2024 13:00;12.2;0;2.5;72
Bergen - Florida;SN50540;03.10.2024 14:00;13.9;0;2.2;65
Bergen - Florida;SN50540;03.10.2024 15:00;13.1;0;2.6;59
Bergen - Florida;SN50540;03.10.2024 16:00;12.6;0;3.6;65
Bergen - Florida;SN50540;03.10.2024 17:00;12;0;2.8;69
Bergen - Florida;SN50540;03.10.2024 18:00;11.4;0;2.2;74
Bergen - Florida;SN50540;03.10.2024 19:00;10.6;0;1.2;74
Bergen - Florida;SN50540;03.10.2024 20:00;9.7;0;1.1;79
Bergen - Florida;SN50540;03.10.2024 21:00;8.2;0;0.4;86
Bergen - Florida;SN50540;03.10.2024 22:00;7;0;0.4;90
Bergen - Florida;SN50540;03.10.2024 23:00;6.3;0;0.3;91
Bergen - Florida;SN50540;04.10.2024 00:00;5.7;0;0.5;93
Bergen - Florida;SN50540;04.10.2024 01:00;5.3;0;0.4;94
Bergen - Florida;SN50540;04.10.2024 02:00;5.2;0;0.7;95
Bergen - Florida;SN50540;04.10.2024 03:00;4.8;0;0.2;96
Bergen - Florida;SN50540;04.10.2024 04:00;4.8;0;0.2;96
Bergen - Florida;SN50540;04.10.2024 05:00;4.3;0;1.7;95
Bergen - Florida;SN50540;04.10.2024 06:00;4.2;0;0.3;96
Bergen - Florida;SN50540;04.10.2024 07:00;4.7;0;0.4;97
Bergen - Florida;SN50540;04.10.2024 08:00;4.6;0;1.2;97
Bergen - Florida;SN50540;04.10.2024 09:00;6.8;0;0.4;95
Bergen - Florida;SN50540;04.10.2024 10:00;8.7;0;0.6;84
Bergen - Florida;SN50540;04.10.2024 11:00;11.2;0;0.8;72
Bergen - Florida;SN50540;04.10.2024 12:00;12.7;0;0.7;65
Bergen - Florida;SN50540;04.10.2024 13:00;12.5;0;1.9;66
Bergen - Florida;SN50540;04.10.2024 14:00;12.7;0;2;55
Bergen - Florida;SN50540;04.10.2024 15:00;12.8;0;0.8;63
Bergen - Florida;SN50540;04.10.2024 16:00;12;0;1;66
Bergen - Florida;SN50540;04.10.2024 17:00;11.5;0;1.8;71
Bergen - Florida;SN50540;04.10.2024 18:00;10.5;0;1.9;79
Bergen - Florida;SN50540;04.10.2024 19:00;10.5;0;1.6;77
Bergen - Florida;SN50540;04.10.2024 20:00;10.3;0;2.2;77
Bergen - Florida;SN50540;04.10.2024 21:00;10.1;0;2.2;78
Bergen - Florida;SN50540;04.10.2024 22:00;10.3;0;2.8;76
Bergen - Florida;SN50540;04.10.2024 23:00;10.3;0;3.8;77
Bergen - Florida;SN50540;05.10.2024 00:00;10.4;0;4.3;77
Bergen - Florida;SN50540;05.10.2024 01:00;10.7;0;4.4;74
Bergen - Florida;SN50540;05.10.2024 02:00;10.8;0;4.7;73
Bergen - Florida;SN50540;05.10.2024 03:00;10.9;0;3.9;74
Bergen - Florida;SN50540;05.10.2024 04:00;10.8;0;4.1;76
Bergen - Florida;SN50540;05.10.2024 05:00;10.9;0;4.1;77
Bergen - Florida;SN50540;05.10.2024 06:00;10.9;0.1;5.1;78
Bergen - Florida;SN50540;05.10.2024 07:00;11;0;4.2;78
Bergen - Florida;SN50540;05.10.2024 08:00;10.7;0;4.4;84
Bergen - Florida;SN50540;05.10.2024 09:00;11.1;0;4.7;83
Bergen - Florida;SN50540;05.10.2024 10:00;10.8;0.4;5.2;88
Bergen - Florida;SN50540;05.10.2024 11:00;11.1;0.6;3.4;88
Bergen - Florida;SN50540;05.10.2024 12:00;11.4;1.6;3.1;90
Bergen - Florida;SN50540;05.10.2024 13:00;11.6;2.3;4.5;89
Bergen - Florida;SN50540;05.10.2024 14:00;11.6;2.7;4.3;89
Bergen - Florida;SN50540;05.10.2024 15:00;11.9;2.3;6;90
Bergen - Florida;SN50540;05.10.2024 16:00;11.9;2;3.6;91
Bergen - Florida;SN50540;05.10.2024 17:00;11.5;1.9;4.6;90
Bergen - Florida;SN50540;05.10.2024 18:00;11.3;1.2;3.2;90
Bergen - Florida;SN50540;05.10.2024 19:00;11.4;0.5;3.5;87
Bergen - Florida;SN50540;05.10.2024 20:00;11.5;0;2.7;84
Bergen - Florida;SN50540;05.10.2024 21:00;11.9;0;5.1;80
Bergen - Florida;SN50540;05.10.2024 22:00;12.2;0;4.4;79
Bergen - Florida;SN50540;05.10.2024 23:00;12.3;0;5.7;77
Bergen - Florida;SN50540;06.10.2024 00:00;12.3;0;5.5;77
Bergen - Florida;SN50540;06.10.2024 01:00;12.3;0;4.3;78
Bergen - Florida;SN50540;06.10.2024 02:00;12.4;0;3.9;77
Bergen - Florida;SN50540;06.10.2024 03:00;12.4;0;3.3;79
Bergen - Florida;SN50540;06.10.2024 04:00;12.1;0;2.7;82
Bergen - Florida;SN50540;06.10.2024 05:00;11.8;0.1;3;85
Bergen - Florida;SN50540;06.10.2024 06:00;11.8;0;2.9;85
Bergen - Florida;SN50540;06.10.2024 07:00;12;0;2.3;82
Bergen - Florida;SN50540;06.10.2024 08:00;12.1;0;3.2;77
Bergen - Florida;SN50540;06.10.2024 09:00;12;0;2;74
Bergen - Florida;SN50540;06.10.2024 10:00;12.5;0;3.4;72
Bergen - Florida;SN50540;06.10.2024 11:00;12.5;0;2.6;72
Bergen - Florida;SN50540;06.10.2024 12:00;12.6;0;3.9;70
Bergen - Florida;SN50540;06.10.2024 13:00;13.1;0;3.2;69
Bergen - Florida;SN50540;06.10.2024 14:00;13.1;0;4.7;69
Bergen - Florida;SN50540;06.10.2024 15:00;13.4;0;3;67
Bergen - Florida;SN50540;06.10.2024 16:00;13;0;2.6;69
Bergen - Florida;SN50540;06.10.2024 17:00;11.8;0.3;1.5;81
Bergen - Florida;SN50540;06.10.2024 18:00;11.5;0;1.9;80
Bergen - Florida;SN50540;06.10.2024 19:00;10.9;0;2;80
Bergen - Florida;SN50540;06.10.2024 20:00;10.8;0;1.3;83
Bergen - Florida;SN50540;06.10.2024 21:00;11.1;0;1.8;77
Bergen - Florida;SN50540;06.10.2024 22:00;11.3;0;2.6;75
Bergen - Florida;SN50540;06.10.2024 23:00;11;0;2.2;76
Bergen - Florida;SN50540;07.10.2024 00:00;11.1;0;2.7;73
Bergen - Florida;SN50540;07.10.2024 01:00;11.1;0;2.5;73
Bergen - Florida;SN50540;07.10.2024 02:00;10.9;0;0.9;74
Bergen - Florida;SN50540;07.10.2024 03:00;10.4;0;1.3;77
Bergen - Florida;SN50540;07.10.2024 04:00;9.7;0;2.2;78
Bergen - Florida;SN50540;07.10.2024 05:00;9.4;0;0.9;78
Bergen - Florida;SN50540;07.10.2024 06:00;8.6;0;1;84
Bergen - Florida;SN50540;07.10.2024 07:00;9;0;1.9;83
Bergen - Florida;SN50540;07.10.2024 08:00;8.5;0;1;87
Bergen - Florida;SN50540;07.10.2024 09:00;9.6;0;1;85
Bergen - Florida;SN50540;07.10.2024 10:00;11.8;0;2.5;76
Bergen - Florida;SN50540;07.10.2024 11:00;14;0;1.1;62
Bergen - Florida;SN50540;07.10.2024 12:00;13.9;0;2;56
Bergen - Florida;SN50540;07.10.2024 13:00;14.4;0;2.7;59
Bergen - Florida;SN50540;07.10.2024 14:00;14.5;0;1.8;57
Bergen - Florida;SN50540;07.10.2024 15:00;14.6;0;3;55
Bergen - Florida;SN50540;07.10.2024 16:00;13.6;0;1.2;57
Bergen - Florida;SN50540;07.10.2024 17:00;13.3;0;1.2;59
Bergen - Florida;SN50540;07.10.2024 18:00;13.7;0;2.7;53
Bergen - Florida;SN50540;07.10.2024 19:00;13.7;0;5.3;52
Bergen - Florida;SN50540;07.10.2024 20:00;13.6;0;5.5;53
Bergen - Florida;SN50540;07.10.2024 21:00;11.4;0.2;3.2;73
Bergen - Florida;SN50540;07.10.2024 22:00;11.1;0.4;2.7;72
Bergen - Florida;SN50540;07.10.2024 23:00;10.5;0.7;1.5;84
Bergen - Florida;SN50540;08.10.2024 00:00;10.8;0.3;1.2;78
Bergen - Florida;SN50540;08.10.2024 01:00;10.7;0.2;0.9;80
Bergen - Florida;SN50540;08.10.2024 02:00;10.6;0;1.5;85
Bergen - Florida;SN50540;08.10.2024 03:00;10.5;0;0.7;87
Bergen - Florida;SN50540;08.10.2024 04:00;10.4;0.1;1;89
Bergen - Florida;SN50540;08.10.2024 05:00;10.2;0.3;1.7;92
Bergen - Florida;SN50540;08.10.2024 06:00;10.1;0.9;0.9;93
Bergen - Florida;SN50540;08.10.2024 07:00;10.2;0.4;1;95
Bergen - Florida;SN50540;08.10.2024 08:00;11.3;1.4;3.1;89
Bergen - Florida;SN50540;08.10.2024 09:00;12;1.1;4.3;87
Bergen - Florida;SN50540;08.10.2024 10:00;12.5;0.9;4.6;84
Bergen - Florida;SN50540;08.10.2024 11:00;13.2;0;3.6;80
Bergen - Florida;SN50540;08.10.2024 12:00;13.8;0;4.2;77
Bergen - Florida;SN50540;08.10.2024 13:00;13.6;0.2;3.2;81
Bergen - Florida;SN50540;08.10.2024 14:00;13.5;0.1;3.2;85
Bergen - Florida;SN50540;08.10.2024 15:00;13.4;0.4;1.7;87
Bergen - Florida;SN50540;08.10.2024 16:00;13.1;0.1;1.1;89
Bergen - Florida;SN50540;08.10.2024 17:00;13.3;0;1.5;89
Bergen - Florida;SN50540;08.10.2024 18:00;12.4;0;1.7;93
Bergen - Florida;SN50540;08.10.2024 19:00;12.2;0.2;1.2;94
Bergen - Florida;SN50540;08.10.2024 20:00;11.6;0.1;2.4;95
Bergen - Florida;SN50540;08.10.2024 21:00;11.4;0;1.1;95
Bergen - Florida;SN50540;08.10.2024 22:00;11.3;0.2;0.7;96
Bergen - Florida;SN50540;08.10.2024 23:00;11.3;1.1;0.6;96
Bergen - Florida;SN50540;09.10.2024 00:00;11.2;0.5;2.3;96
Bergen - Florida;SN50540;09.10.2024 01:00;10.8;2;2.1;92
Bergen - Florida;SN50540;09.10.2024 02:00;10.8;0;2.9;89
Bergen - Florida;SN50540;09.10.2024 03:00;11.1;0;2.2;88
Bergen - Florida;SN50540;09.10.2024 04:00;10.9;0.1;2;87
Bergen - Florida;SN50540;09.10.2024 05:00;10.9;0.1;2.1;89
Bergen - Florida;SN50540;09.10.2024 06:00;10.8;0;2;89
Bergen - Florida;SN50540;09.10.2024 07:00;11;0;1.8;87
Bergen - Florida;SN50540;09.10.2024 08:00;10.8;1;1.6;91
Bergen - Florida;SN50540;09.10.2024 09:00;11.1;0.4;1.1;92
Bergen - Florida;SN50540;09.10.2024 10:00;11.8;0.1;1.2;93
Bergen - Florida;SN50540;09.10.2024 11:00;11.5;0;2.7;92
Bergen - Florida;SN50540;09.10.2024 12:00;11.5;0.1;2.3;92
Bergen - Florida;SN50540;09.10.2024 13:00;12;0.2;1.6;93
Bergen - Florida;SN50540;09.10.2024 14:00;11.9;0.3;1.9;94
Bergen - Florida;SN50540;09.10.2024 15:00;11.7;0.2;2.7;94
Bergen - Florida;SN50540;09.10.2024 16:00;11.6;0.1;1.1;94
Bergen - Florida;SN50540;09.10.2024 17:00;10.6;0.4;3.3;94
Bergen - Florida;SN50540;09.10.2024 18:00;9.7;3.2;4.3;95
Bergen - Florida;SN50540;09.10.2024 19:00;9.2;1.5;4.8;95
Bergen - Florida;SN50540;09.10.2024 20:00;8.5;1.8;4.7;95
Bergen - Florida;SN50540;09.10.2024 21:00;8.1;1.8;5.2;95
Bergen - Florida;SN50540;09.10.2024 22:00;7.7;1.1;5.6;94
Bergen - Florida;SN50540;09.10.2024 23:00;7.2;0.2;6.4;94
Bergen - Florida;SN50540;10.10.2024 00:00;6.6;0.3;7.4;94
Bergen - Florida;SN50540;10.10.2024 01:00;6.4;0.1;7.8;93
Bergen - Florida;SN50540;10.10.2024 02:00;5.9;0.2;9.3;91
Bergen - Florida;SN50540;10.10.2024 03:00;6;0.2;8.2;86
Bergen - Florida;SN50540;10.10.2024 04:00;6.1;0;7.1;80
Bergen - Florida;SN50540;10.10.2024 05:00;6.5;0;7.9;73
Bergen - Florida;SN50540;10.10.2024 06:00;6.6;0;7.6;70
Bergen - Florida;SN50540;10.10.2024 07:00;6.4;0;7.6;67
Bergen - Florida;SN50540;10.10.2024 08:00;6.3;0;6.7;66
Bergen - Florida;SN50540;10.10.2024 09:00;6.5;0;6.4;64
Bergen - Florida;SN50540;10.10.2024 10:00;6.8;0;8.7;58
Bergen - Florida;SN50540;10.10.2024 11:00;9;0;10;46
Bergen - Florida;SN50540;10.10.2024 12:00;9.8;0;8.8;51
Bergen - Florida;SN50540;10.10.2024 13:00;10.6;0;8;51
Bergen - Florida;SN50540;10.10.2024 14:00;10.3;0;9.1;52
Bergen - Florida;SN50540;10.10.2024 15:00;10.1;0;8.5;54
Bergen - Florida;SN50540;10.10.2024 16:00;8.8;0;7.6;58
Bergen - Florida;SN50540;10.10.2024 17:00;7.9;0;5.8;64
Bergen - Florida;SN50540;10.10.2024 18:00;7.2;0;4.9;66
Bergen - Florida;SN50540;10.10.2024 19:00;6.4;0;3;70
Bergen - Florida;SN50540;10.10.2024 20:00;5.9;0;3.5;75
Bergen - Florida;SN50540;10.10.2024 21:00;4.8;0;1.4;83
Bergen - Florida;SN50540;10.10.2024 22:00;4.3;0;1.5;85
Bergen - Florida;SN50540;10.10.2024 23:00;4.4;0;0.6;87
Bergen - Florida;SN50540;11.10.2024 00:00;3.5;0;1.4;91
Bergen - Florida;SN50540;11.10.2024 01:00;3.1;0;2.4;91
Bergen - Florida;SN50540;11.10.2024 02:00;4.1;0.2;1.6;91
Bergen - Florida;SN50540;11.10.2024 03:00;4.7;0.8;1.8;93
Bergen - Florida;SN50540;11.10.2024 04:00;4.4;0.1;3.5;93
Bergen - Florida;SN50540;11.10.2024 05:00;4.3;1.2;1.6;90
Bergen - Florida;SN50540;11.10.2024 06:00;4.2;1.6;4;92
Bergen - Florida;SN50540;11.10.2024 07:00;3.6;0.2;2.7;91
Bergen - Florida;SN50540;11.10.2024 08:00;4;0;4.7;91
Bergen - Florida;SN50540;11.10.2024 09:00;4.6;1;2.6;89
Bergen - Florida;SN50540;11.10.2024 10:00;4.9;0.7;4.5;83
Bergen - Florida;SN50540;11.10.2024 11:00;4.5;0.3;2.4;91
Bergen - Florida;SN50540;11.10.2024 12:00;4.9;0.7;2.3;86
Bergen - Florida;SN50540;11.10.2024 13:00;5.6;0;2.1;83
Bergen - Florida;SN50540;11.10.2024 14:00;5.2;0.6;-;84
Bergen - Florida;SN50540;11.10.2024 15:00;4.7;1.3;2.4;85
Bergen - Florida;SN50540;11.10.2024 16:00;4.7;0.2;3;86
Bergen - Florida;SN50540;11.10.2024 17:00;4.5;0.2;2.1;87
Bergen - Florida;SN50540;11.10.2024 18:00;4.5;0.2;1.2;90
Bergen - Florida;SN50540;11.10.2024 19:00;4.2;0.7;2.4;87
Bergen - Florida;SN50540;11.10.2024 20:00;3.7;0;3.4;90
Bergen - Florida;SN50540;11.10.2024 21:00;3.1;0;1.7;92
Bergen - Florida;SN50540;11.10.2024 22:00;3.1;0.4;2.8;88
Bergen - Florida;SN50540;11.10.2024 23:00;3.2;0;3.9;90
Bergen - Florida;SN50540;12.10.2024 00:00;3.4;0;4.1;84
Bergen - Florida;SN50540;12.10.2024 01:00;3.4;1.3;2.2;88
Bergen - Florida;SN50540;12.10.2024 02:00;3.5;0;2.2;90
Bergen - Florida;SN50540;12.10.2024 03:00;3.2;0.3;3;90
Bergen - Florida;SN50540;12.10.2024 04:00;4.3;0;4.2;80
Bergen - Florida;SN50540;12.10.2024 05:00;4.6;0;4.3;80
Bergen - Florida;SN50540;12.10.2024 06:00;5.6;0;4.9;75
Bergen - Florida;SN50540;12.10.2024 07:00;6.5;0;5.9;69
Bergen - Florida;SN50540;12.10.2024 08:00;6.6;0.1;6.3;72
Bergen - Florida;SN50540;12.10.2024 09:00;5.7;0.6;7.8;80
Bergen - Florida;SN50540;12.10.2024 10:00;6.4;0.9;5.3;83
Bergen - Florida;SN50540;12.10.2024 11:00;7.5;0.3;10;78
Bergen - Florida;SN50540;12.10.2024 12:00;7.6;0.2;6.4;81
Bergen - Florida;SN50540;12.10.2024 13:00;8.1;1.1;8;79
Bergen - Florida;SN50540;12.10.2024 14:00;8.1;1.1;6.8;85
Bergen - Florida;SN50540;12.10.2024 15:00;8.3;2.2;3.2;85
Bergen - Florida;SN50540;12.10.2024 16:00;9;0.2;5.7;79
Bergen - Florida;SN50540;12.10.2024 17:00;8.8;0;5.7;78
